   5.0000000e+01   4.8125000e+01   4.6250000e+01   4.4375000e+01   4.2500000e+01   4.0625000e+01   3.8750000e+01   3.6875000e+01   3.5000000e+01   3.3125000e+01   3.1250000e+01   2.9375000e+01   2.7500000e+01   2.5625000e+01   2.3750000e+01   2.1875000e+01   2.0000000e+01   1.8125000e+01   1.6250000e+01   1.4375000e+01   1.2500000e+01   1.0625000e+01   8.7500000e+00   6.8750000e+00   5.0000000e+00   3.1250000e+00   1.2500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.9962514e+01   4.8087528e+01   4.6212528e+01   4.4337528e+01   4.2462528e+01   4.0587528e+01   3.8712528e+01   3.6837528e+01   3.4962528e+01   3.3087528e+01   3.1212528e+01   2.9337528e+01   2.7462528e+01   2.5587528e+01   2.3712528e+01   2.1837528e+01   1.9962528e+01   1.8087528e+01   1.6212528e+01   1.4337528e+01   1.2462529e+01   1.0587533e+01   8.7125693e+00   6.8378703e+00   4.9651869e+00   3.1069100e+00   1.3455617e+00   2.0014915e-01   3.1438777e-02   5.2000056e-03   9.0328423e-04   1.6438657e-04   3.1271107e-05   6.2049320e-06   1.2817148e-06   2.7511018e-07   6.1254068e-08   1.4124586e-08   3.3680004e-09   8.2929176e-10   2.1057245e-10   5.5069237e-11   1.4815480e-11   4.0957802e-12   1.1622887e-12   3.3823242e-13   1.0083959e-13   3.0773302e-14   9.6045538e-15   3.0633187e-15   9.9767386e-16   3.3155264e-16   1.1235320e-16   3.8797480e-17   1.3643833e-17   4.8834477e-18   1.7779864e-18   6.5812408e-19   2.4753749e-19   9.4561510e-20   3.6671092e-20   1.4430255e-20   5.7594096e-21   2.3305411e-21   9.5573824e-22   3.9706367e-22   1.6705624e-22   7.1153342e-23   3.0669925e-23   1.3374434e-23   5.8986045e-24   2.6303001e-24   1.1855479e-24   5.3996997e-25   2.4844729e-25   1.1544314e-25   5.4139514e-26   2.5581261e-26   1.2098280e-26   5.5694410e-27   0.0000000e+00
   4.9925056e+01   4.8050084e+01   4.6175084e+01   4.4300084e+01   4.2425084e+01   4.0550084e+01   3.8675084e+01   3.6800084e+01   3.4925084e+01   3.3050084e+01   3.1175084e+01   2.9300084e+01   2.7425084e+01   2.5550084e+01   2.3675084e+01   2.1800084e+01   1.9925084e+01   1.8050084e+01   1.6175084e+01   1.4300085e+01   1.2425087e+01   1.0550111e+01   8.6752927e+00   6.8015458e+00   4.9343655e+00   3.1028764e+00   1.4371476e+00   3.6020051e-01   7.9187754e-02   1.6773434e-02   3.5412906e-03   7.5674080e-04   1.6494777e-04   3.6824546e-05   8.4382014e-06   1.9866842e-06   4.8076011e-07   1.1957020e-07   3.0554386e-08   8.0180676e-09   2.1595149e-09   5.9655533e-10   1.6891020e-10   4.8985454e-11   1.4540472e-11   4.4145484e-12   1.3699087e-12   4.3421256e-13   1.4048637e-13   4.6367240e-14   1.5601511e-14   5.3486326e-15   1.8672007e-15   6.6339471e-16   2.3974818e-16   8.8088506e-17   3.2888994e-17   1.2472237e-17   4.8017940e-18   1.8760250e-18   7.4347698e-19   2.9875500e-19   1.2167832e-19   5.0211098e-20   2.0985481e-20   8.8801642e-21   3.8033097e-21   1.6481706e-21   7.2245153e-22   3.2022303e-22   1.4348602e-22   6.4977071e-23   2.9729554e-23   1.3739822e-23   6.4124191e-24   3.0211159e-24   1.4359763e-24   6.8730225e-25   3.2891483e-25   1.5280728e-25   0.0000000e+00
   4.9887626e+01   4.8012669e+01   4.6137669e+01   4.4262669e+01   4.2387669e+01   4.0512669e+01   3.8637669e+01   3.6762669e+01   3.4887669e+01   3.3012669e+01   3.1137669e+01   2.9262669e+01   2.7387669e+01   2.5512669e+01   2.3637669e+01   2.1762669e+01   1.9887669e+01   1.8012669e+01   1.6137669e+01   1.4262670e+01   1.2387681e+01   1.0512760e+01   8.6382866e+00   6.7664292e+00   4.9080054e+00   3.1088362e+00   1.5231312e+00   4.9281149e-01   1.3481591e-01   3.4236562e-02   8.4227033e-03   2.0525477e-03   5.0177168e-04   1.2398712e-04   3.1112186e-05   7.9511409e-06   2.0732421e-06   5.5214235e-07   1.5027185e-07   4.1805023e-08   1.1887783e-08   3.4547877e-09   1.0258104e-09   3.1108633e-10   9.6312451e-11   3.0428158e-11   9.8051671e-12   3.2211386e-12   1.0782652e-12   3.6761246e-13   1.2758271e-13   4.5052813e-14   1.6179901e-14   5.9068188e-15   2.1910903e-15   8.2547895e-16   3.1572328e-16   1.2254156e-16   4.8246224e-17   1.9260999e-17   7.7941324e-18   3.1957556e-18   1.3272255e-18   5.5812942e-19   2.3757615e-19   1.0233212e-19   4.4589276e-20   1.9648565e-20   8.7536711e-21   3.9417558e-21   1.7935542e-21   8.2442951e-22   3.8273576e-22   1.7940930e-22   8.4894641e-23   4.0537991e-23   1.9521137e-23   9.4608288e-24   4.5796166e-24   2.1464010e-24   0.0000000e+00
   4.9850225e+01   4.7975281e+01   4.6100281e+01   4.4225281e+01   4.2350281e+01   4.0475281e+01   3.8600281e+01   3.6725281e+01   3.4850281e+01   3.2975281e+01   3.1100281e+01   2.9225281e+01   2.7350281e+01   2.5475281e+01   2.3600281e+01   2.1725281e+01   1.9850281e+01   1.7975281e+01   1.6100281e+01   1.4225285e+01   1.2350315e+01   1.0475511e+01   8.6016822e+00   6.7328387e+00   4.8860878e+00   3.1217817e+00   1.6031525e+00   6.0598620e-01   1.9364157e-01   5.6551847e-02   1.5745588e-02   4.2827433e-03   1.1550445e-03   3.1181918e-04   8.4787161e-05   2.3317321e-05   6.5036423e-06   1.8432008e-06   5.3144461e-07   1.5600845e-07   4.6648520e-08   1.4210853e-08   4.4107596e-09   1.3947022e-09   4.4920874e-10   1.4733574e-10   4.9196538e-11   1.6718058e-11   5.7797599e-12   2.0321110e-12   7.2633244e-13   2.6382050e-13   9.7342138e-14   3.6470970e-14   1.3870253e-14   5.3524291e-15   2.0950226e-15   8.3146267e-16   3.3447343e-16   1.3633194e-16   5.6286838e-17   2.3531492e-17   9.9583974e-18   4.2647621e-18   1.8477254e-18   8.0964202e-19   3.5870811e-19   1.6064423e-19   7.2702900e-20   3.3242324e-20   1.5352455e-20   7.1599194e-21   3.3711798e-21   1.6021372e-21   7.6834318e-22   3.7171085e-22   1.8127871e-22   8.8926494e-23   4.3524306e-23   2.0572635e-23   0.0000000e+00
   4.9812851e+01   4.7937921e+01   4.6062921e+01   4.4187921e+01   4.2312921e+01   4.0437921e+01   3.8562921e+01   3.6687921e+01   3.4812921e+01   3.2937921e+01   3.1062921e+01   2.9187921e+01   2.7312921e+01   2.5437921e+01   2.3562921e+01   2.1687921e+01   1.9812921e+01   1.7937921e+01   1.6062923e+01   1.4187932e+01   1.2313000e+01   1.0438409e+01   8.5656120e+00   6.7009947e+00   4.8683299e+00   3.1395231e+00   1.6774393e+00   7.0491357e-01   2.5309009e-01   8.2612292e-02   2.5482251e-02   7.6098135e-03   2.2348726e-03   6.5223368e-04   1.9050896e-04   5.5967291e-05   1.6594525e-05   4.9781434e-06   1.5135151e-06   4.6691705e-07   1.4627698e-07   4.6560902e-08   1.5062916e-08   4.9533889e-09   1.6558162e-09   5.6261182e-10   1.9428223e-10   6.8171441e-11   2.4300640e-11   8.7976535e-12   3.2339172e-12   1.2066365e-12   4.5685451e-13   1.7546850e-13   6.8344698e-14   2.6987296e-14   1.0800103e-14   4.3790190e-15   1.7983503e-15   7.4780883e-16   3.1477372e-16   1.3408288e-16   5.7782102e-17   2.5184863e-17   1.1099314e-17   4.9448145e-18   2.2263390e-18   1.0127752e-18   4.6538380e-19   2.1596577e-19   1.0118958e-19   4.7859525e-20   2.2844897e-20   1.1002840e-20   5.3458047e-21   2.6192028e-21   1.2931562e-21   6.4185673e-22   3.1752799e-22   1.5131355e-22   0.0000000e+00
   4.9775505e+01   4.7900589e+01   4.6025589e+01   4.4150589e+01   4.2275589e+01   4.0400589e+01   3.8525589e+01   3.6650589e+01   3.4775589e+01   3.2900589e+01   3.1025589e+01   2.9150589e+01   2.7275589e+01   2.5400589e+01   2.3525589e+01   2.1650589e+01   1.9775589e+01   1.7900590e+01   1.6025593e+01   1.4150614e+01   1.2275749e+01   1.0401501e+01   8.5301992e+00   6.6710270e+00   4.8543246e+00   3.1604825e+00   1.7464593e+00   7.9304875e-01   3.1177426e-01   1.1143086e-01   3.7465741e-02   1.2125704e-02   3.8370645e-03   1.2000452e-03   3.7376916e-04   1.1656715e-04   3.6544367e-05   1.1549833e-05   3.6876085e-06   1.1911956e-06   3.8972789e-07   1.2924448e-07   4.3467128e-08   1.4830430e-08   5.1342080e-09   1.8036613e-09   6.4297772e-10   2.3257600e-10   8.5350920e-11   3.1772761e-11   1.1995576e-11   4.5921145e-12   1.7820853e-12   7.0090930e-13   2.7932030e-13   1.1275556e-13   4.6095051e-14   1.9078193e-14   7.9923160e-15   3.3880299e-15   1.4529439e-15   6.3018321e-16   2.7637092e-16   1.2252326e-16   5.4895987e-17   2.4851696e-17   1.1364874e-17   5.2489023e-18   2.4477787e-18   1.1523450e-18   5.4753111e-19   2.6252002e-19   1.2698615e-19   6.1958750e-20   3.0486150e-20   1.5121981e-20   7.5557597e-21   3.7932884e-21   1.8960562e-21   9.1065131e-22   0.0000000e+00
   4.9738188e+01   4.7863286e+01   4.5988286e+01   4.4113286e+01   4.2238286e+01   4.0363286e+01   3.8488286e+01   3.6613286e+01   3.4738286e+01   3.2863286e+01   3.0988286e+01   2.9113286e+01   2.7238286e+01   2.5363286e+01   2.3488286e+01   2.1613286e+01   1.9738286e+01   1.7863287e+01   1.5988293e+01   1.4113334e+01   1.2238578e+01   1.0364840e+01   8.4955510e+00   6.6429891e+00   4.8436233e+00   3.1835318e+00   1.8107475e+00   8.7275773e-01   3.6897681e-01   1.4219500e-01   5.1456841e-02   1.7861093e-02   6.0370773e-03   2.0085405e-03   6.6291436e-04   2.1829186e-04   7.2020148e-05   2.3881995e-05   7.9782125e-06   2.6897955e-06   9.1638287e-07   3.1578772e-07   1.1014783e-07   3.8907388e-08   1.3922174e-08   5.0476585e-09   1.8545006e-09   6.9044727e-10   2.6048721e-10   9.9577105e-11   3.8565428e-11   1.5129965e-11   6.0117977e-12   2.4188861e-12   9.8533371e-13   4.0627130e-13   1.6951920e-13   7.1564022e-14   3.0559461e-14   1.3196942e-14   5.7620791e-15   2.5431126e-15   1.1343196e-15   5.1120251e-16   2.3272536e-16   1.0700271e-16   4.9676943e-17   2.3282767e-17   1.1014031e-17   5.2578031e-18   2.5323561e-18   1.2303412e-18   6.0287264e-19   2.9788034e-19   1.4838106e-19   7.4487666e-20   3.7652519e-20   1.9113291e-20   9.6497457e-21   4.6697639e-21   0.0000000e+00
   4.9700898e+01   4.7826010e+01   4.5951010e+01   4.4076010e+01   4.2201010e+01   4.0326010e+01   3.8451010e+01   3.6576010e+01   3.4701010e+01   3.2826010e+01   3.0951010e+01   2.9076010e+01   2.7201010e+01   2.5326010e+01   2.3451010e+01   2.1576010e+01   1.9701010e+01   1.7826012e+01   1.5951024e+01   1.4076098e+01   1.2201507e+01   1.0328478e+01   8.4617555e+00   6.6168757e+00   4.8357841e+00   3.2078682e+00   1.8708263e+00   9.4570732e-01   4.2435774e-01   1.7426391e-01   6.7189559e-02   2.4798882e-02   8.8880604e-03   3.1260764e-03   1.0874266e-03   3.7630678e-04   1.3011712e-04   4.5104872e-05   1.5714826e-05   5.5135505e-06   1.9508642e-06   6.9691541e-07   2.5156683e-07   9.1815359e-08   3.3896883e-08   1.2662554e-08   4.7872664e-09   1.8319290e-09   7.0958502e-10   2.7820891e-10   1.1040411e-10   4.4341320e-11   1.8021483e-11   7.4108974e-12   3.0830585e-12   1.2973285e-12   5.5207435e-13   2.3754368e-13   1.0332475e-13   4.5425036e-14   2.0180433e-14   9.0578234e-15   4.1066651e-15   1.8803606e-15   8.6934962e-16   4.0575626e-16   1.9114833e-16   9.0871698e-17   4.3587237e-17   2.1090348e-17   1.0292585e-17   5.0653029e-18   2.5133383e-18   1.2571371e-18   6.3373367e-19   3.2186044e-19   1.6454141e-19   8.4426418e-20   4.3039052e-20   2.0979652e-20   0.0000000e+00
   4.9663637e+01   4.7788762e+01   4.5913762e+01   4.4038762e+01   4.2163762e+01   4.0288762e+01   3.8413762e+01   3.6538762e+01   3.4663762e+01   3.2788762e+01   3.0913762e+01   2.9038762e+01   2.7163762e+01   2.5288762e+01   2.3413762e+01   2.1538762e+01   1.9663763e+01   1.7788766e+01   1.5913787e+01   1.4038912e+01   1.2164557e+01   1.0292465e+01   8.4288804e+00   6.5926381e+00   4.8303961e+00   3.2329234e+00   1.9271715e+00   1.0131050e+00   4.7778809e-01   2.0714495e-01   8.4399165e-02   3.2887817e-02   1.2421696e-02   4.5938566e-03   1.6763305e-03   6.0710934e-04   2.1920168e-04   7.9174867e-05   2.8684938e-05   1.0445740e-05   3.8294531e-06   1.4150849e-06   5.2758006e-07   1.9859490e-07   7.5519173e-08   2.9022100e-08   1.1274719e-08   4.4286381e-09   1.7590245e-09   7.0653545e-10   2.8698435e-10   1.1787702e-10   4.8957283e-11   2.0558053e-11   8.7271712e-12   3.7448554e-12   1.6240681e-12   7.1172833e-13   3.1513382e-13   1.4095288e-13   6.3676156e-14   2.9048802e-14   1.3379875e-14   6.2211695e-15   2.9195234e-15   1.3825983e-15   6.6061580e-16   3.1841709e-16   1.5479779e-16   7.5889493e-17   3.7512470e-17   1.8692883e-17   9.3888623e-18   4.7523820e-18   2.4237021e-18   1.2449595e-18   6.4346262e-19   3.3361912e-19   1.7167343e-19   8.4271115e-20   0.0000000e+00
