50,48.125,46.25,44.375,42.5,40.625,38.75,36.875,35,33.125,31.25,29.375,27.5,25.625,23.75,21.875,20,18.125,16.25,14.375,12.5,10.625,8.75,6.875,5,3.125,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.963,48.088,46.213,44.338,42.463,40.588,38.713,36.838,34.963,33.088,31.213,29.338,27.463,25.588,23.713,21.838,19.963,18.088,16.213,14.338,12.463,10.588,8.7126,6.8379,4.9652,3.1069,1.3456,0.20015,0.031439,0.0052,0.00090328,0.00016439,3.1271e-005,6.2049e-006,1.2817e-006,2.7511e-007,6.1254e-008,1.4125e-008,3.368e-009,8.2929e-010,2.1057e-010,5.5069e-011,1.4815e-011,4.0958e-012,1.1623e-012,3.3823e-013,1.0084e-013,3.0773e-014,9.6046e-015,3.0633e-015,9.9767e-016,3.3155e-016,1.1235e-016,3.8797e-017,1.3644e-017,4.8834e-018,1.778e-018,6.5812e-019,2.4754e-019,9.4562e-020,3.6671e-020,1.443e-020,5.7594e-021,2.3305e-021,9.5574e-022,3.9706e-022,1.6706e-022,7.1153e-023,3.067e-023,1.3374e-023,5.8986e-024,2.6303e-024,1.1855e-024,5.3997e-025,2.4845e-025,1.1544e-025,5.414e-026,2.5581e-026,1.2098e-026,5.5694e-027,0
49.925,48.05,46.175,44.3,42.425,40.55,38.675,36.8,34.925,33.05,31.175,29.3,27.425,25.55,23.675,21.8,19.925,18.05,16.175,14.3,12.425,10.55,8.6753,6.8015,4.9344,3.1029,1.4371,0.3602,0.079188,0.016773,0.0035413,0.00075674,0.00016495,3.6825e-005,8.4382e-006,1.9867e-006,4.8076e-007,1.1957e-007,3.0554e-008,8.0181e-009,2.1595e-009,5.9656e-010,1.6891e-010,4.8985e-011,1.454e-011,4.4145e-012,1.3699e-012,4.3421e-013,1.4049e-013,4.6367e-014,1.5602e-014,5.3486e-015,1.8672e-015,6.6339e-016,2.3975e-016,8.8089e-017,3.2889e-017,1.2472e-017,4.8018e-018,1.876e-018,7.4348e-019,2.9875e-019,1.2168e-019,5.0211e-020,2.0985e-020,8.8802e-021,3.8033e-021,1.6482e-021,7.2245e-022,3.2022e-022,1.4349e-022,6.4977e-023,2.973e-023,1.374e-023,6.4124e-024,3.0211e-024,1.436e-024,6.873e-025,3.2891e-025,1.5281e-025,0
49.888,48.013,46.138,44.263,42.388,40.513,38.638,36.763,34.888,33.013,31.138,29.263,27.388,25.513,23.638,21.763,19.888,18.013,16.138,14.263,12.388,10.513,8.6383,6.7664,4.908,3.1088,1.5231,0.49281,0.13482,0.034237,0.0084227,0.0020525,0.00050177,0.00012399,3.1112e-005,7.9511e-006,2.0732e-006,5.5214e-007,1.5027e-007,4.1805e-008,1.1888e-008,3.4548e-009,1.0258e-009,3.1109e-010,9.6312e-011,3.0428e-011,9.8052e-012,3.2211e-012,1.0783e-012,3.6761e-013,1.2758e-013,4.5053e-014,1.618e-014,5.9068e-015,2.1911e-015,8.2548e-016,3.1572e-016,1.2254e-016,4.8246e-017,1.9261e-017,7.7941e-018,3.1958e-018,1.3272e-018,5.5813e-019,2.3758e-019,1.0233e-019,4.4589e-020,1.9649e-020,8.7537e-021,3.9418e-021,1.7936e-021,8.2443e-022,3.8274e-022,1.7941e-022,8.4895e-023,4.0538e-023,1.9521e-023,9.4608e-024,4.5796e-024,2.1464e-024,0
49.85,47.975,46.1,44.225,42.35,40.475,38.6,36.725,34.85,32.975,31.1,29.225,27.35,25.475,23.6,21.725,19.85,17.975,16.1,14.225,12.35,10.476,8.6017,6.7328,4.8861,3.1218,1.6032,0.60599,0.19364,0.056552,0.015746,0.0042827,0.001155,0.00031182,8.4787e-005,2.3317e-005,6.5036e-006,1.8432e-006,5.3144e-007,1.5601e-007,4.6649e-008,1.4211e-008,4.4108e-009,1.3947e-009,4.4921e-010,1.4734e-010,4.9197e-011,1.6718e-011,5.7798e-012,2.0321e-012,7.2633e-013,2.6382e-013,9.7342e-014,3.6471e-014,1.387e-014,5.3524e-015,2.095e-015,8.3146e-016,3.3447e-016,1.3633e-016,5.6287e-017,2.3531e-017,9.9584e-018,4.2648e-018,1.8477e-018,8.0964e-019,3.5871e-019,1.6064e-019,7.2703e-020,3.3242e-020,1.5352e-020,7.1599e-021,3.3712e-021,1.6021e-021,7.6834e-022,3.7171e-022,1.8128e-022,8.8926e-023,4.3524e-023,2.0573e-023,0
49.813,47.938,46.063,44.188,42.313,40.438,38.563,36.688,34.813,32.938,31.063,29.188,27.313,25.438,23.563,21.688,19.813,17.938,16.063,14.188,12.313,10.438,8.5656,6.701,4.8683,3.1395,1.6774,0.70491,0.25309,0.082612,0.025482,0.0076098,0.0022349,0.00065223,0.00019051,5.5967e-005,1.6595e-005,4.9781e-006,1.5135e-006,4.6692e-007,1.4628e-007,4.6561e-008,1.5063e-008,4.9534e-009,1.6558e-009,5.6261e-010,1.9428e-010,6.8171e-011,2.4301e-011,8.7977e-012,3.2339e-012,1.2066e-012,4.5685e-013,1.7547e-013,6.8345e-014,2.6987e-014,1.08e-014,4.379e-015,1.7984e-015,7.4781e-016,3.1477e-016,1.3408e-016,5.7782e-017,2.5185e-017,1.1099e-017,4.9448e-018,2.2263e-018,1.0128e-018,4.6538e-019,2.1597e-019,1.0119e-019,4.786e-020,2.2845e-020,1.1003e-020,5.3458e-021,2.6192e-021,1.2932e-021,6.4186e-022,3.1753e-022,1.5131e-022,0
49.776,47.901,46.026,44.151,42.276,40.401,38.526,36.651,34.776,32.901,31.026,29.151,27.276,25.401,23.526,21.651,19.776,17.901,16.026,14.151,12.276,10.402,8.5302,6.671,4.8543,3.1605,1.7465,0.79305,0.31177,0.11143,0.037466,0.012126,0.0038371,0.0012,0.00037377,0.00011657,3.6544e-005,1.155e-005,3.6876e-006,1.1912e-006,3.8973e-007,1.2924e-007,4.3467e-008,1.483e-008,5.1342e-009,1.8037e-009,6.4298e-010,2.3258e-010,8.5351e-011,3.1773e-011,1.1996e-011,4.5921e-012,1.7821e-012,7.0091e-013,2.7932e-013,1.1276e-013,4.6095e-014,1.9078e-014,7.9923e-015,3.388e-015,1.4529e-015,6.3018e-016,2.7637e-016,1.2252e-016,5.4896e-017,2.4852e-017,1.1365e-017,5.2489e-018,2.4478e-018,1.1523e-018,5.4753e-019,2.6252e-019,1.2699e-019,6.1959e-020,3.0486e-020,1.5122e-020,7.5558e-021,3.7933e-021,1.8961e-021,9.1065e-022,0
49.738,47.863,45.988,44.113,42.238,40.363,38.488,36.613,34.738,32.863,30.988,29.113,27.238,25.363,23.488,21.613,19.738,17.863,15.988,14.113,12.239,10.365,8.4956,6.643,4.8436,3.1835,1.8107,0.87276,0.36898,0.14219,0.051457,0.017861,0.0060371,0.0020085,0.00066291,0.00021829,7.202e-005,2.3882e-005,7.9782e-006,2.6898e-006,9.1638e-007,3.1579e-007,1.1015e-007,3.8907e-008,1.3922e-008,5.0477e-009,1.8545e-009,6.9045e-010,2.6049e-010,9.9577e-011,3.8565e-011,1.513e-011,6.0118e-012,2.4189e-012,9.8533e-013,4.0627e-013,1.6952e-013,7.1564e-014,3.0559e-014,1.3197e-014,5.7621e-015,2.5431e-015,1.1343e-015,5.112e-016,2.3273e-016,1.07e-016,4.9677e-017,2.3283e-017,1.1014e-017,5.2578e-018,2.5324e-018,1.2303e-018,6.0287e-019,2.9788e-019,1.4838e-019,7.4488e-020,3.7653e-020,1.9113e-020,9.6497e-021,4.6698e-021,0
49.701,47.826,45.951,44.076,42.201,40.326,38.451,36.576,34.701,32.826,30.951,29.076,27.201,25.326,23.451,21.576,19.701,17.826,15.951,14.076,12.202,10.328,8.4618,6.6169,4.8358,3.2079,1.8708,0.94571,0.42436,0.17426,0.06719,0.024799,0.0088881,0.0031261,0.0010874,0.00037631,0.00013012,4.5105e-005,1.5715e-005,5.5136e-006,1.9509e-006,6.9692e-007,2.5157e-007,9.1815e-008,3.3897e-008,1.2663e-008,4.7873e-009,1.8319e-009,7.0959e-010,2.7821e-010,1.104e-010,4.4341e-011,1.8021e-011,7.4109e-012,3.0831e-012,1.2973e-012,5.5207e-013,2.3754e-013,1.0332e-013,4.5425e-014,2.018e-014,9.0578e-015,4.1067e-015,1.8804e-015,8.6935e-016,4.0576e-016,1.9115e-016,9.0872e-017,4.3587e-017,2.109e-017,1.0293e-017,5.0653e-018,2.5133e-018,1.2571e-018,6.3373e-019,3.2186e-019,1.6454e-019,8.4426e-020,4.3039e-020,2.098e-020,0
49.664,47.789,45.914,44.039,42.164,40.289,38.414,36.539,34.664,32.789,30.914,29.039,27.164,25.289,23.414,21.539,19.664,17.789,15.914,14.039,12.165,10.292,8.4289,6.5926,4.8304,3.2329,1.9272,1.0131,0.47779,0.20714,0.084399,0.032888,0.012422,0.0045939,0.0016763,0.00060711,0.0002192,7.9175e-005,2.8685e-005,1.0446e-005,3.8295e-006,1.4151e-006,5.2758e-007,1.9859e-007,7.5519e-008,2.9022e-008,1.1275e-008,4.4286e-009,1.759e-009,7.0654e-010,2.8698e-010,1.1788e-010,4.8957e-011,2.0558e-011,8.7272e-012,3.7449e-012,1.6241e-012,7.1173e-013,3.1513e-013,1.4095e-013,6.3676e-014,2.9049e-014,1.338e-014,6.2212e-015,2.9195e-015,1.3826e-015,6.6062e-016,3.1842e-016,1.548e-016,7.5889e-017,3.7512e-017,1.8693e-017,9.3889e-018,4.7524e-018,2.4237e-018,1.245e-018,6.4346e-019,3.3362e-019,1.7167e-019,8.4271e-020,0
