49.626,47.752,45.877,44.002,42.127,40.252,38.377,36.502,34.627,32.752,30.877,29.002,27.127,25.252,23.377,21.502,19.627,17.752,15.877,14.002,12.128,10.257,8.397,6.5702,4.8271,3.2583,1.9802,1.0758,0.52926,0.24047,0.10284,0.042054,0.016651,0.0064448,0.0024569,0.00092783,0.00034867,0.00013084,4.9163e-005,1.8537e-005,7.0259e-006,2.6803e-006,1.0302e-006,3.993e-007,1.5616e-007,6.1649e-008,2.4577e-008,9.8971e-009,4.0264e-009,1.655e-009,6.8739e-010,2.8848e-010,1.2233e-010,5.2409e-011,2.2685e-011,9.919e-012,4.3808e-012,1.9541e-012,8.8016e-013,4.0028e-013,1.8378e-013,8.5165e-014,3.9831e-014,1.8797e-014,8.9497e-015,4.2984e-015,2.0822e-015,1.0171e-015,5.0097e-016,2.4874e-016,1.2449e-016,6.2792e-017,3.1914e-017,1.6342e-017,8.429e-018,4.3776e-018,2.2868e-018,1.1977e-018,6.2192e-019,3.0736e-019,0
49.589,47.714,45.839,43.964,42.089,40.214,38.339,36.464,34.589,32.714,30.839,28.964,27.089,25.214,23.339,21.464,19.589,17.714,15.839,13.965,12.091,10.222,8.3661,6.5495,4.8255,3.2837,2.0303,1.1346,0.57881,0.27395,0.12228,0.052212,0.021572,0.0087032,0.0034536,0.0013556,0.00052864,0.00020555,7.9912e-005,3.1132e-005,1.2175e-005,4.7859e-006,1.8933e-006,7.5443e-007,3.03e-007,1.2272e-007,5.0144e-008,2.0678e-008,8.607e-009,3.6169e-009,1.5346e-009,6.5744e-010,2.8439e-010,1.2422e-010,5.4781e-011,2.4391e-011,1.0963e-011,4.9741e-012,2.2778e-012,1.0527e-012,4.9091e-013,2.3098e-013,1.0963e-013,5.2488e-014,2.5343e-014,1.2339e-014,6.0573e-015,2.9976e-015,1.4952e-015,7.5163e-016,3.8074e-016,1.9432e-016,9.9906e-017,5.1737e-017,2.698e-017,1.4163e-017,7.4756e-018,3.9539e-018,2.0712e-018,1.0303e-018,0
49.552,47.677,45.802,43.927,42.052,40.177,38.302,36.427,34.552,32.677,30.802,28.927,27.052,25.177,23.302,21.427,19.552,17.677,15.802,13.928,12.055,10.187,8.3362,6.5303,4.8255,3.309,2.0777,1.19,0.62653,0.30738,0.14254,0.063269,0.02717,0.011385,0.0046875,0.0019068,0.00076964,0.00030935,0.00012416,4.9877e-005,2.0089e-005,8.1241e-006,3.3028e-006,1.351e-006,5.5649e-007,2.3094e-007,9.6609e-008,4.0751e-008,1.7338e-008,7.4413e-009,3.2224e-009,1.4081e-009,6.2089e-010,2.7627e-010,1.2405e-010,5.6202e-011,2.5692e-011,1.185e-011,5.514e-012,2.5881e-012,1.2253e-012,5.8504e-013,2.8169e-013,1.3675e-013,6.6931e-014,3.3022e-014,1.6421e-014,8.229e-015,4.1554e-015,2.1141e-015,1.0835e-015,5.5938e-016,2.9083e-016,1.5227e-016,8.0258e-017,4.2572e-017,2.2698e-017,1.212e-017,6.4032e-018,3.2051e-018,0
49.515,47.64,45.765,43.89,42.015,40.14,38.265,36.39,34.515,32.64,30.765,28.89,27.015,25.14,23.265,21.39,19.515,17.64,15.765,13.891,12.018,10.153,8.3073,6.5126,4.8266,3.3339,2.1228,1.2423,0.67251,0.34062,0.16343,0.075131,0.033419,0.014499,0.0061762,0.0025968,0.0010823,0.00044872,0.00018557,7.6724e-005,3.1773e-005,1.3198e-005,5.506e-006,2.3091e-006,9.7426e-007,4.1381e-007,1.7703e-007,7.6306e-008,3.3151e-008,1.452e-008,6.4121e-009,2.8556e-009,1.2825e-009,5.8093e-010,2.654e-010,1.2228e-010,5.682e-011,2.6626e-011,1.2582e-011,5.9947e-012,2.8798e-012,1.3947e-012,6.8088e-013,3.3504e-013,1.6615e-013,8.3032e-014,4.181e-014,2.121e-014,1.0839e-014,5.5791e-015,2.8922e-015,1.5098e-015,7.9358e-016,4.1993e-016,2.2366e-016,1.1984e-016,6.4527e-017,3.4776e-017,1.8524e-017,9.3282e-018,0
49.478,47.603,45.728,43.853,41.978,40.103,38.228,36.353,34.478,32.603,30.728,28.853,26.978,25.103,23.228,21.353,19.478,17.603,15.728,13.854,11.982,10.119,8.2794,6.4964,4.8288,3.3585,2.1657,1.292,0.71685,0.37355,0.18481,0.087709,0.040288,0.018047,0.0079332,0.0034396,0.0014771,0.00063042,0.00026814,0.00011392,4.8429e-005,2.0634e-005,8.8215e-006,3.7882e-006,1.6353e-006,7.1011e-007,3.1035e-007,1.3657e-007,6.0535e-008,2.7033e-008,1.2165e-008,5.5172e-009,2.5221e-009,1.1622e-009,5.3987e-010,2.5281e-010,1.1933e-010,5.6783e-011,2.7235e-011,1.3166e-011,6.4147e-012,3.1497e-012,1.5584e-012,7.7693e-013,3.9023e-013,1.9746e-013,1.0064e-013,5.1665e-014,2.671e-014,1.3905e-014,7.2887e-015,3.8463e-015,2.0432e-015,1.0924e-015,5.8776e-016,3.1807e-016,1.7289e-016,9.4021e-017,5.0482e-017,2.557e-017,0
49.441,47.566,45.691,43.816,41.941,40.066,38.191,36.316,34.441,32.566,30.691,28.816,26.941,25.066,23.191,21.316,19.441,17.566,15.691,13.817,11.947,10.086,8.2525,6.4813,4.8319,3.3826,2.2067,1.3393,0.75965,0.40609,0.20657,0.10092,0.047741,0.022025,0.0099683,0.0044475,0.0019641,0.00086135,0.00037617,0.00016396,7.1456e-005,3.1185e-005,1.3646e-005,5.9935e-006,2.6443e-006,1.1728e-006,5.2314e-007,2.3482e-007,1.061e-007,4.8269e-008,2.2117e-008,1.0208e-008,4.7467e-009,2.2238e-009,1.0497e-009,4.9928e-010,2.3929e-010,1.1556e-010,5.6228e-011,2.7566e-011,1.3615e-011,6.7749e-012,3.3959e-012,1.7146e-012,8.7193e-013,4.4655e-013,2.303e-013,1.196e-013,6.253e-014,3.2913e-014,1.7439e-014,9.3002e-015,4.9916e-015,2.6959e-015,1.4648e-015,8.0035e-016,4.391e-016,2.4088e-016,1.3033e-016,6.6387e-017,0
49.404,47.529,45.654,43.779,41.904,40.029,38.154,36.279,34.404,32.529,30.654,28.779,26.904,25.029,23.154,21.279,19.404,17.529,15.654,13.781,11.911,10.054,8.2266,6.4674,4.8357,3.4062,2.2459,1.3844,0.801,0.4382,0.22859,0.11467,0.05574,0.026426,0.012288,0.0056308,0.0025525,0.0011484,0.00051417,0.00022959,0.00010244,4.5738e-005,2.0462e-005,9.1816e-006,4.136e-006,1.8717e-006,8.5138e-007,3.8947e-007,1.7924e-007,8.3018e-008,3.8704e-008,1.8168e-008,8.5872e-009,4.0876e-009,1.9596e-009,9.4624e-010,4.602e-010,2.2544e-010,1.1123e-010,5.5276e-011,2.7666e-011,1.3945e-011,7.0784e-012,3.6181e-012,1.8621e-012,9.6491e-013,5.0337e-013,2.6434e-013,1.3973e-013,7.4341e-014,3.9804e-014,2.1446e-014,1.1627e-014,6.3414e-015,3.4789e-015,1.9186e-015,1.0622e-015,5.8763e-016,3.2033e-016,1.6405e-016,0
49.367,47.492,45.617,43.742,41.867,39.992,38.117,36.242,34.367,32.492,30.617,28.742,26.867,24.992,23.117,21.242,19.367,17.492,15.617,13.744,11.876,10.022,8.2017,6.4546,4.8401,3.4293,2.2835,1.4276,0.84099,0.46981,0.2508,0.12891,0.064244,0.031237,0.014896,0.0069981,0.0032512,0.0014983,0.00068675,0.00031376,0.00014314,6.5309e-005,2.9838e-005,1.3665e-005,6.2791e-006,2.8968e-006,1.3426e-006,6.2543e-007,2.9296e-007,1.3804e-007,6.5437e-008,3.1218e-008,1.499e-008,7.2458e-009,3.526e-009,1.7275e-009,8.5218e-010,4.2326e-010,2.1167e-010,1.0658e-010,5.403e-011,2.7576e-011,1.417e-011,7.3295e-012,3.8164e-012,2.0002e-012,1.0551e-012,5.6017e-013,2.9927e-013,1.6089e-013,8.7025e-014,4.7359e-014,2.5927e-014,1.4277e-014,7.9058e-015,4.4e-015,2.4573e-015,1.3707e-015,7.5263e-016,3.8746e-016,0
49.33,47.455,45.58,43.705,41.83,39.955,38.08,36.205,34.33,32.455,30.58,28.705,26.83,24.955,23.08,21.205,19.33,17.455,15.581,13.708,11.841,9.9904,8.1776,6.4428,4.8449,3.4519,2.3196,1.4691,0.87969,0.50093,0.2731,0.14355,0.073214,0.036443,0.017792,0.0085563,0.0040677,0.0019175,0.00089859,0.00041952,0.00019548,9.1043e-005,4.2437e-005,1.9818e-005,9.2802e-006,4.3609e-006,2.0577e-006,9.7541e-007,4.6471e-007,2.226e-007,1.0723e-007,5.1961e-008,2.5333e-008,1.2428e-008,6.1355e-009,3.0485e-009,1.5246e-009,7.6739e-010,3.888e-010,1.9827e-010,1.0177e-010,5.2575e-011,2.7336e-011,1.4305e-011,7.5331e-012,3.992e-012,2.1287e-012,1.1421e-012,6.1654e-013,3.3482e-013,1.8291e-013,1.0051e-013,5.5552e-014,3.0877e-014,1.7254e-014,9.6884e-015,5.4572e-015,3.0685e-015,1.6967e-015,8.7786e-016,0
49.293,47.418,45.543,43.668,41.793,39.918,38.043,36.168,34.293,32.418,30.543,28.668,26.793,24.918,23.043,21.168,19.293,17.418,15.544,13.672,11.807,9.9597,8.1544,6.4318,4.8502,3.474,2.3543,1.5089,0.91719,0.53151,0.29545,0.15854,0.082612,0.042029,0.020975,0.01031,0.0050088,0.0024121,0.0011543,0.00055009,0.00026151,0.0001242,5.9009e-005,2.8074e-005,1.3387e-005,6.4024e-006,3.0733e-006,1.4814e-006,7.1736e-007,3.491e-007,1.7079e-007,8.4013e-008,4.1564e-008,2.0683e-008,1.0354e-008,5.2151e-009,2.6428e-009,1.3476e-009,6.9141e-010,3.5696e-010,1.8544e-010,9.6931e-011,5.0981e-011,2.6979e-011,1.4364e-011,7.6942e-012,4.1462e-012,2.2476e-012,1.2255e-012,6.7214e-013,3.7076e-013,2.0567e-013,1.1473e-013,6.4349e-014,3.628e-014,2.0548e-014,1.1671e-014,6.6134e-015,3.6816e-015,1.9141e-015,0
49.256,47.381,45.506,43.631,41.756,39.881,38.006,36.131,34.256,32.381,30.506,28.631,26.756,24.881,23.006,21.131,19.256,17.381,15.507,13.636,11.773,9.9296,8.132,6.4217,4.8557,3.4956,2.3877,1.5472,0.95355,0.56157,0.3178,0.17382,0.092399,0.047976,0.02444,0.012263,0.0060804,0.0029878,0.0014585,0.00070868,0.00034338,0.00016616,8.0392e-005,3.8932e-005,1.8889e-005,9.1878e-006,4.4835e-006,2.1961e-006,1.0802e-006,5.3377e-007,2.6504e-007,1.3228e-007,6.6374e-008,3.3488e-008,1.6991e-008,8.671e-009,4.4507e-009,2.298e-009,1.1935e-009,6.2358e-010,3.2774e-010,1.7328e-010,9.2159e-011,4.9304e-011,2.6532e-011,1.4361e-011,7.8182e-012,4.2807e-012,2.3571e-012,1.3052e-012,7.2675e-013,4.0688e-013,2.2903e-013,1.296e-013,7.3701e-014,4.2095e-014,2.4103e-014,1.3762e-014,7.7115e-015,4.0282e-015,0
49.219,47.344,45.469,43.594,41.719,39.844,37.969,36.094,34.219,32.344,30.469,28.594,26.719,24.844,22.969,21.094,19.219,17.344,15.471,13.6,11.739,9.9,8.1104,6.4122,4.8616,3.5166,2.4199,1.5841,0.98884,0.5911,0.34009,0.18935,0.10254,0.054265,0.028183,0.014417,0.0072873,0.0036497,0.0018154,0.00089857,0.00044336,0.00021838,0.00010751,5.2956e-005,2.6122e-005,1.2914e-005,6.402e-006,3.1845e-006,1.5901e-006,7.9734e-007,4.0162e-007,2.0327e-007,1.0339e-007,5.2864e-008,2.7174e-008,1.4044e-008,7.2986e-009,3.8143e-009,2.0046e-009,1.0595e-009,5.632e-010,3.0108e-010,1.6187e-010,8.752e-011,4.7587e-011,2.602e-011,1.4307e-011,7.9099e-012,4.3972e-012,2.4577e-012,1.3811e-012,7.8017e-013,4.4303e-013,2.5286e-013,1.4502e-013,8.3509e-014,4.8193e-014,2.7719e-014,1.5631e-014,8.2022e-015,0
49.182,47.307,45.432,43.557,41.682,39.807,37.932,36.057,34.182,32.307,30.432,28.557,26.682,24.807,22.932,21.057,19.182,17.308,15.434,13.564,11.705,9.8711,8.0896,6.4035,4.8676,3.5371,2.4511,1.6198,1.0231,0.62009,0.3623,0.20508,0.113,0.060877,0.032195,0.016772,0.0086332,0.0044025,0.0022292,0.001123,0.00056373,0.00028241,0.00014136,7.0769e-005,3.5468e-005,1.7808e-005,8.9634e-006,4.5252e-006,2.2925e-006,1.1659e-006,5.9541e-007,3.0543e-007,1.5742e-007,8.1528e-008,4.2437e-008,2.2203e-008,1.1678e-008,6.175e-009,3.2827e-009,1.7546e-009,9.4296e-010,5.0953e-010,2.7683e-010,1.5122e-010,8.3057e-011,4.5864e-011,2.5463e-011,1.4211e-011,7.9739e-012,4.4975e-012,2.5499e-012,1.4531e-012,8.3228e-013,4.7903e-013,2.7699e-013,1.6079e-013,9.3503e-014,5.4163e-014,3.0733e-014,1.6197e-014,0
49.145,47.27,45.395,43.52,41.645,39.77,37.895,36.02,34.145,32.27,30.395,28.52,26.645,24.77,22.895,21.02,19.145,17.271,15.398,13.529,11.672,9.8428,8.0695,6.3954,4.8738,3.5572,2.4812,1.6542,1.0564,0.64856,0.3844,0.22097,0.12375,0.067793,0.036468,0.019328,0.010121,0.0052503,0.0027039,0.001385,0.00070682,0.00035987,0.00018301,9.3056e-005,4.7353e-005,2.4132e-005,1.2325e-005,6.3115e-006,3.2423e-006,1.6715e-006,8.6506e-007,4.4956e-007,2.3466e-007,1.2305e-007,6.4834e-008,3.4327e-008,1.8265e-008,9.7684e-009,5.251e-009,2.8374e-009,1.5412e-009,8.4149e-010,4.6187e-010,2.5484e-010,1.4134e-010,7.88e-011,4.416e-011,2.4875e-011,1.4084e-011,8.0144e-012,4.5835e-012,2.6343e-012,1.5215e-012,8.8291e-013,5.1462e-013,3.0106e-013,1.7639e-013,1.0288e-013,5.8727e-014,3.1081e-014,0
49.108,47.233,45.358,43.483,41.608,39.733,37.858,35.983,34.108,32.233,30.358,28.483,26.608,24.733,22.858,20.983,19.109,17.234,15.362,13.494,11.639,9.815,8.0501,6.3878,4.8801,3.5767,2.5103,1.6875,1.0888,0.6765,0.40636,0.23699,0.13475,0.074992,0.040995,0.022082,0.011753,0.0061966,0.003243,0.0016879,0.00087498,0.00045241,0.00023359,0.00012056,6.225e-005,3.2181e-005,1.6667e-005,8.6529e-006,4.5051e-006,2.3532e-006,1.2336e-006,6.4918e-007,3.4304e-007,1.8206e-007,9.7055e-008,5.198e-008,2.7972e-008,1.5125e-008,8.2185e-009,4.4879e-009,2.463e-009,1.3585e-009,7.5305e-010,4.1955e-010,2.3492e-010,1.322e-010,7.4765e-011,4.2494e-011,2.4272e-011,1.3931e-011,8.0351e-012,4.6566e-012,2.7115e-012,1.5861e-012,9.3172e-013,5.4921e-013,3.2412e-013,1.9033e-013,1.0927e-013,5.8067e-014,0
49.071,47.197,45.322,43.447,41.572,39.697,37.822,35.947,34.072,32.197,30.322,28.447,26.572,24.697,22.822,20.947,19.072,17.198,15.325,13.459,11.607,9.7878,8.0313,6.3807,4.8866,3.5958,2.5385,1.7198,1.1204,0.70394,0.42816,0.25311,0.14599,0.082457,0.045764,0.025032,0.013531,0.0072445,0.0038499,0.0020343,0.0010705,0.00056175,0.00029429,0.00015407,8.0674e-005,4.2283e-005,2.2196e-005,1.1676e-005,6.1581e-006,3.2576e-006,1.7289e-006,9.2096e-007,4.9247e-007,2.6441e-007,1.4257e-007,7.7211e-008,4.2004e-008,2.2956e-008,1.2605e-008,6.9538e-009,3.8547e-009,2.1471e-009,1.2017e-009,6.7586e-010,3.8195e-010,2.169e-010,1.2376e-010,7.096e-011,4.0879e-011,2.3661e-011,1.376e-011,8.0393e-012,4.7184e-012,2.7816e-012,1.6465e-012,9.7774e-013,5.8111e-013,3.4348e-013,1.983e-013,1.0579e-013,0
49.034,47.16,45.285,43.41,41.535,39.66,37.785,35.91,34.035,32.16,30.285,28.41,26.535,24.66,22.785,20.91,19.035,17.161,15.289,13.424,11.575,9.7612,8.0132,6.3741,4.893,3.6144,2.5658,1.7511,1.1511,0.73087,0.44979,0.26929,0.15742,0.090169,0.050766,0.028175,0.015454,0.0083963,0.0045275,0.0024273,0.0012957,0.00068958,0.00036632,0.00019442,0.00010318,5.4798e-005,2.9141e-005,1.5526e-005,8.2909e-006,4.4396e-006,2.3846e-006,1.2852e-006,6.9516e-007,3.7745e-007,2.0577e-007,1.1265e-007,6.1932e-008,3.4199e-008,1.8969e-008,1.057e-008,5.9163e-009,3.327e-009,1.8796e-009,1.0669e-009,6.0837e-010,3.4854e-010,2.0061e-010,1.16e-010,6.7385e-011,3.9324e-011,2.3053e-011,1.3575e-011,8.0296e-012,4.7697e-012,2.8443e-012,1.7012e-012,1.0181e-012,6.0559e-013,3.5153e-013,1.8826e-013,0
48.998,47.123,45.248,43.373,41.498,39.623,37.748,35.873,33.998,32.123,30.248,28.373,26.498,24.623,22.748,20.873,18.998,17.125,15.253,13.39,11.544,9.7351,7.9956,6.3679,4.8995,3.6325,2.5923,1.7815,1.181,0.75731,0.47123,0.28552,0.16904,0.098109,0.05599,0.031506,0.017523,0.0096539,0.0052786,0.0028693,0.0015527,0.00083763,0.00045094,0.0002425,0.00013037,7.0122e-005,3.7758e-005,2.0364e-005,1.1006e-005,5.9633e-006,3.2403e-006,1.7662e-006,9.6598e-007,5.3024e-007,2.9216e-007,1.6162e-007,8.9768e-008,5.007e-008,2.8047e-008,1.5779e-008,8.9163e-009,5.0607e-009,2.8852e-009,1.6523e-009,9.5049e-010,5.4924e-010,3.188e-010,1.8588e-010,1.0886e-010,6.4036e-011,3.7835e-011,2.2452e-011,1.3381e-011,8.0074e-012,4.8098e-012,2.8971e-012,1.7454e-012,1.0446e-012,6.0958e-013,3.2765e-013,0
